classcombo,advantage,competency,Alcohol.Tolerance.Perk,Allundean,Archery,Armor.Making,Armor.Repair,Axe.Making,Backstab,Bandage,Bandage.Making,Bash,Basketweaving,Bendune,Better.Movement.Regeneration,Blind.Fighting,Blowgun.Use,Bludgeoning.Weapons,Bow.Making,Brew,Cavilish,Charge,Chopping.Weapons,City.Forage,City.Hunt,City.Stealth,Clayworking,Climb,Clothworking,Club.Making,Cooking,Crossbow.Use,Customcraft,Direction.Sense,Disarm,Dual.Wield,Dyeing,Feather.Working,Flee,Fletchery,Floristry,Forage,Guarding,Hack,Haggle,Hide.city,Hide.wilderness,Hitch.2.Mounts,Hunt.city,Hunt.wilderness,Instrument.Making,Jewelry.Making,Kick,Knife.Making,Learn.Languages.Perk,Learn.Ride.Faster,Leatherworking,Listen.city,Listen.wilderness,Lumberjacking,Mirukkium,Pain.Tolerance.Perk,Parry,Peek,Pick,Pick.Making,Piercing.Weapons,Pilot,Poisoning,Rescue,Ride,Riposte,Sap,Scan,Search,Shield.Use,Skinning,Slashing.Weapons,Sleight.of.Hand,Sling.Use,Sneak.city,Sneak.wilderness,Spear.Making,Steal,Stonecrafting,Subdue,Sword.Making,Tame.Mounts,Tanning,Tent.Making,Threaten,Throw,Tool.Making,Tribal.Accent,Two.Handed,Value,Wagon.Making,Watch,Wilderness.Forage,Wilderness.Hunt,Wilderness.Quit,Wilderness.Stealth,Woodworking
Craftsperson Nomad,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,4,0,0,0,2,0,0,0,0,2,0,0,0,4,0,4,4,4,3,0,3,0,3,4,0,2,4,0,0,0,0,4,0,0,1,0,0,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,0,0,4,0,0,0,0,2,2,2,0,3,0,0,4,0,4,0,4,0,4,4,0,0,4,4,3,4,0,3,0,0,1,0,4
Craftsperson Outdoorsman,City,Light mercantile,0,0,3,4,4,4,0,3,4,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,4,4,4,3,0,4,0,3,4,0,2,4,0,0,0,0,4,0,3,0,0,3,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,4,0,2,3,2,0,3,0,3,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,1,1,1,1,4
Craftsperson Outlaw,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,0,0,0,0,2,0,0,0,0,2,0,1,1,4,3,4,4,4,3,0,3,0,3,4,0,2,4,0,0,0,0,4,0,0,0,0,3,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,2,0,3,0,4,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,1,0,1,4
Craftsperson Physician,City,Light mercantile,0,0,0,4,4,4,0,4,4,0,4,0,0,0,0,2,0,4,0,0,2,0,0,0,4,0,4,4,4,3,0,0,0,3,4,0,2,4,4,3,0,0,4,0,0,0,0,0,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,2,0,3,0,0,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,0,0,0,4
Craftsperson Pit.Fighter,City,Light mercantile,0,0,0,4,4,4,0,3,4,3,4,0,0,3,0,2,0,0,0,0,2,0,0,0,4,0,4,4,4,3,0,0,3,3,4,0,2,4,0,0,0,0,4,0,0,0,0,0,0,4,3,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,3,0,3,0,0,4,0,4,3,4,0,4,4,3,0,4,0,3,4,0,3,0,0,0,0,4
Craftsperson Poisoner,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,0,0,0,0,2,0,4,0,0,2,0,0,0,4,0,4,4,4,3,0,0,0,3,4,0,2,4,3,0,0,0,4,0,0,0,0,0,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,2,3,2,0,3,0,0,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,0,0,0,4
Craftsperson Reaver,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,0,0,0,0,2,0,0,0,0,3,0,0,0,4,0,4,4,4,3,0,0,3,3,4,0,2,4,0,0,0,4,4,0,0,0,0,0,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,3,0,2,0,3,0,0,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,0,0,0,4
Craftsperson Rogue,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,0,0,0,0,2,0,0,0,0,2,0,0,1,4,3,4,4,4,3,0,0,0,3,4,0,2,4,0,0,0,0,4,3,0,0,0,0,0,4,2,4,0,0,4,3,0,4,0,0,0,0,3,0,2,4,0,0,0,0,0,3,4,2,0,2,0,3,4,0,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,0,0,0,4
Craftsperson Slipknife,City,Light mercantile,0,0,0,4,4,4,4,3,4,0,4,0,0,0,3,2,0,0,0,0,2,0,0,1,4,0,4,4,4,3,0,0,0,3,4,0,2,4,0,0,0,0,4,3,0,0,0,0,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,2,0,2,3,3,3,0,4,0,4,0,4,0,4,4,0,3,4,0,3,4,0,3,0,0,0,0,4
Craftsperson Swordsman,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,4,4,4,3,0,0,3,3,4,0,2,4,0,0,0,0,4,0,0,0,0,0,0,4,2,4,0,0,4,3,0,4,0,0,3,0,0,0,2,4,0,0,0,3,0,0,0,2,0,3,0,3,0,0,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,0,0,0,4
Craftsperson Tailors,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,4,4,4,3,0,0,0,3,4,0,2,4,0,0,0,0,4,0,0,0,0,0,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,2,0,3,0,0,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,0,0,0,4
Craftsperson Thief,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,0,0,0,0,2,0,0,0,0,2,0,1,1,4,0,4,4,4,3,0,0,0,3,4,0,2,4,0,0,0,0,4,3,0,0,0,0,0,4,2,4,0,0,4,3,0,4,0,0,0,3,0,0,2,4,0,0,0,0,3,3,0,2,0,2,3,3,3,0,4,4,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,0,0,0,4
Craftsperson Thug,City,Light mercantile,0,0,0,4,4,4,0,3,4,3,4,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,4,4,4,3,0,0,0,3,4,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,4,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,2,0,2,0,3,0,0,4,0,4,3,4,0,4,4,3,0,4,0,3,4,0,3,0,0,0,0,4
Craftsperson Touched.Drovian,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,0,0,3,0,2,0,0,0,0,2,0,0,1,4,0,4,4,4,3,0,0,0,3,4,0,2,4,0,0,0,0,4,3,3,0,0,0,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,2,0,2,0,3,2,2,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,0,0,1,4
Craftsperson Touched.Elkros,City,Light mercantile,0,0,0,4,4,4,0,3,4,3,4,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,4,4,4,3,0,3,0,3,4,0,2,4,0,0,0,0,4,0,3,0,0,0,0,4,3,4,0,0,4,3,0,4,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,2,0,3,0,0,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,0,0,0,4
Craftsperson Touched.Rukkian,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,4,2,4,4,4,3,0,0,0,3,4,0,2,4,0,3,0,0,4,0,0,0,0,2,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,2,0,3,0,0,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,1,0,0,0,4
Craftsperson Touched.Suk.Krathi,City,Light mercantile,0,3,0,4,4,4,0,3,4,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,4,4,4,3,0,0,0,3,4,0,2,4,0,0,0,0,4,0,0,0,0,0,0,4,2,4,1,0,4,3,0,4,3,1,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,2,0,3,0,0,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,0,0,0,4
Craftsperson Touched.Vivaduan,City,Light mercantile,1,0,0,4,4,4,0,3,4,0,4,0,0,0,0,2,0,3,0,0,2,1,0,0,4,0,4,4,4,3,0,0,0,3,4,0,2,4,3,3,0,0,4,0,0,0,0,0,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,2,0,3,0,0,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,1,0,0,0,4
Craftsperson Touched.Whiran,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,0,0,0,0,2,0,0,0,0,2,0,0,1,4,0,4,4,4,3,0,0,0,3,4,0,2,4,0,0,0,0,4,2,2,0,0,0,0,4,2,4,0,0,4,3,3,4,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,2,0,2,0,3,3,3,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,0,0,1,4
Craftsperson Wastelander,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,4,1,0,0,2,0,0,0,0,2,0,0,0,4,0,4,4,4,3,0,3,0,3,4,0,2,4,0,0,0,0,4,0,0,0,0,0,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,0,0,3,0,0,4,3,2,0,2,0,3,0,0,4,0,4,0,4,0,4,4,0,0,4,4,3,4,0,3,1,0,1,0,4
Craftsperson Weaponscrafter,City,Light mercantile,0,0,0,4,4,4,0,3,4,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,4,4,4,3,0,0,0,3,4,0,2,4,0,0,0,0,4,0,0,0,0,0,0,4,2,4,0,0,4,3,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,2,0,3,0,0,4,0,4,0,4,0,4,4,0,0,4,0,3,4,0,3,0,0,0,0,4
Dune.Trader Archer,Wilderness,Heavy mercantile,0,0,4,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,4,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Armormaker,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Bandit,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,3,0,1,0,1,0,3,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,4,1,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,4,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,3,0,4,0,2,4,0,0,0,0,1,1,4
Dune.Trader Bard,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,1,0,4,3,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,4,0,2,3,0,3,0,0,0,4,3,4,0,0,0,4,4,0,0,4,0,2,4,0,3,0,0,0,0,4
Dune.Trader Berserker,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,3,4,4,0,3,0,0,4,4,0,0,3,1,0,1,0,0,4,4,4,2,1,3,3,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,3,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,3,0,0,4,4,3,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Bounty.Hunter,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,1,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,3,3,4,4,0,4,0,0,4,3,3,4,0,0,0,0,0,0,2,4,0,0,3,0,3,3,0,2,3,0,0,0,0,0,4,0,4,3,0,0,4,4,0,0,4,0,2,4,0,0,0,1,0,0,4
Dune.Trader Bruiser,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,3,4,4,0,3,0,3,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,3,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,3,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,3,0,0,4,4,3,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Caravan.Guide,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,3,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,1,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,1,0,4
Dune.Trader Con.Artist,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,4,4,4,2,0,0,4,3,0,0,0,0,4,4,0,4,0,0,4,3,3,4,0,0,0,3,0,0,2,4,0,0,3,0,0,3,0,2,3,0,4,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,3,0,0,0,0,4
Dune.Trader Crafter,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,4,0,4,4,4,2,1,3,0,2,4,4,0,4,4,3,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Custom.Crafter,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Forester,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,2,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,1,0,0,4
Dune.Trader Grebber,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,3,4,4,4,2,1,3,0,2,4,4,0,4,4,4,0,0,4,0,0,0,0,3,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,3,2,3,0,0,3,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,1,1,0,1,4
Dune.Trader Guard,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,3,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,3,4,4,2,4,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,3,0,0,0,2,4,0,3,3,0,0,3,0,3,3,0,0,0,0,0,4,0,4,2,0,0,4,4,0,0,4,0,2,4,0,3,0,0,0,0,4
Dune.Trader House.Servant,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,3,0,0,0,0,4,4,0,4,0,0,4,3,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,4,0,2,3,0,3,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,3,0,0,0,0,4
Dune.Trader Hunter,Wilderness,Heavy mercantile,0,0,3,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,3,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,4,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,1,0,1,4
Dune.Trader Jeweler,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,3,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Lancer,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,3,4,4,0,3,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,3,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,3,4,0,0,4,0,3,4,0,0,0,0,0,0,3,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,3,0,0,4,4,3,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Linguist,Wilderness,Heavy mercantile,0,4,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,1,0,4,0,3,4,4,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Marksman,Wilderness,Heavy mercantile,0,0,3,4,4,4,0,0,4,0,4,4,0,0,3,0,4,4,0,0,0,1,0,1,0,0,4,4,4,3,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,3,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Master.Chef,Wilderness,Heavy mercantile,1,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,4,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,1,0,0,0,4
Dune.Trader Master.Trader,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,4,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,1,0,0,4,4,0,4,0,0,4,4,4,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Mercenary,Wilderness,Heavy mercantile,1,0,2,4,4,4,0,0,4,0,4,4,1,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,3,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,3,0,0,0,0,4
Dune.Trader Mountaineer,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,4,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,3,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,3,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,1,0,1,1,4
Dune.Trader Nomad,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,1,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,4,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,4,2,4,0,0,0,0,1,0,4
Dune.Trader Outdoorsman,Wilderness,Heavy mercantile,0,0,3,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,4,0,2,4,4,0,4,4,2,0,0,4,0,3,0,0,3,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,4,0,2,3,0,0,0,0,3,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,1,1,1,1,4
Dune.Trader Outlaw,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,1,1,0,3,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,3,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,4,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,1,0,1,4
Dune.Trader Physician,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,4,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,3,0,4,4,4,2,1,3,0,2,4,4,0,4,4,3,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Pit.Fighter,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,3,4,4,0,3,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,3,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,3,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,3,0,0,0,0,4,0,4,3,0,0,4,4,3,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Poisoner,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,4,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Reaver,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,3,1,0,1,0,0,4,4,4,2,1,3,3,2,4,4,0,4,4,2,0,4,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,3,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Rogue,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,3,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,3,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,3,0,2,4,0,0,3,0,0,3,4,2,3,0,0,0,4,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,3,0,0,0,0,4
Dune.Trader Slipknife,Wilderness,Heavy mercantile,0,0,2,4,4,4,4,0,4,0,4,4,0,0,3,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,3,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,3,0,3,0,0,3,0,2,3,0,3,0,3,0,4,0,4,0,0,0,4,4,0,3,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Swordsman,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,3,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,3,0,0,0,2,4,0,0,3,3,0,3,0,2,3,3,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,3,4,0,3,0,0,0,0,4
Dune.Trader Tailors,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,0,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,0,3,0,2,3,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Thief,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,0,4,4,0,0,0,0,4,4,0,0,0,1,1,1,0,0,4,4,4,2,1,3,0,2,4,4,0,4,4,2,0,0,4,3,0,0,0,0,4,4,0,4,0,0,4,0,3,4,0,0,0,3,0,0,2,4,0,0,3,0,3,3,0,2,3,0,3,0,3,0,4,4,4,0,0,0,4,4,0,0,4,0,2,4,0,0,0,0,0,0,4
Dune.Trader Thug,Wilderness,Heavy mercantile,0,0,2,4,4,4,0,0,4,3,4,4,0,0,0,0,4,4,0,0,0,1,0,1,0,0,4,4,4,2,1,3,0,2,4,4,3,4,4,2,0,0,4,0,0,0,0,0,4,4,4,4,0,0,4,0,3,4,0,0,0,0,0,0,2,4,0,0,3,0,3,3,0,2,3,0,0,0,0,0,4,0,4,3,0,0,4,4,3,0,4,0,2,4,0,0,0,0,0,0,4
