subclass,skill_group,skill,skill_level,skill_number,branches_from
Hunter,Language,Bendune,,0,
Hunter,Language,Cavilish,,0,
Hunter,Language,Mirukkium,,0,
Hunter,Language,Tribal Accent,,0,
Hunter,Manipulation,Bandage,,0,
Hunter,Manipulation,Pick,,0,
Hunter,Manipulation,Pilot,,0,
Hunter,Manipulation,Poisoning,,0,
Hunter,Manipulation,Ride,advanced,3,
Hunter,Manipulation,Skinning,master,4,
Hunter,Manipulation,Sleight of Hand,,0,
Hunter,Manipulation,Steal,,0,
Hunter,Perception,Direction Sense,advanced,3,
Hunter,Perception,Forage,,0,
Hunter,Perception,Hunt (city),,0,
Hunter,Perception,Hunt (wilderness),advanced,3,
Hunter,Perception,Listen (city),,0,
Hunter,Perception,Listen (wilderness),,0,
Hunter,Perception,Peek,,0,
Hunter,Perception,Scan,,0,
Hunter,Perception,Search,,0,
Hunter,Perception,Watch,,0,
Hunter,Perk,Alcohol Tolerance Perk,,0,
Hunter,Perk,Better Movement Regeneration,,0,
Hunter,Perk,City Forage,,0,
Hunter,Perk,City Hunt,,0,
Hunter,Perk,City Stealth,,0,
Hunter,Perk,Customcraft,,0,
Hunter,Perk,Hitch 2 Mounts,,0,
Hunter,Perk,Learn Languages Perk,,0,
Hunter,Perk,Learn Ride Faster,,0,
Hunter,Perk,Pain Tolerance Perk,,0,
Hunter,Perk,Tame Mounts,,0,
Hunter,Perk,Wilderness Forage,,0,
Hunter,Perk,Wilderness Hunt,x,1,
Hunter,Perk,Wilderness Quit,,0,
Hunter,Perk,Wilderness Stealth,x,1,
Hunter,Stealth,Climb,,0,
Hunter,Stealth,Hide (city),,0,
Hunter,Stealth,Hide (wilderness),,0,
Hunter,Stealth,Sneak (city),,0,
Hunter,Stealth,Sneak (wilderness),,0,
Hunter,Weapon,Bludgeoning Weapons,,0,
Hunter,Weapon,Chopping Weapons,,0,
Hunter,Weapon,Piercing Weapons,,0,
Hunter,Weapon,Slashing Weapons,,0,
Master.Chef,Barter,Haggle,advanced,3,
Master.Chef,Barter,Value,advanced,3,
Master.Chef,Combat,Archery,,0,
Master.Chef,Combat,Backstab,,0,
Master.Chef,Combat,Bash,,0,
Master.Chef,Combat,Blind Fighting,,0,
Master.Chef,Combat,Blowgun Use,,0,
Master.Chef,Combat,Charge,,0,
Master.Chef,Combat,Crossbow Use,,0,
Master.Chef,Combat,Disarm,,0,
Master.Chef,Combat,Dual Wield,,0,
Master.Chef,Combat,Flee,,0,
Master.Chef,Combat,Guarding,,0,
Master.Chef,Combat,Hack,,0,
Master.Chef,Combat,Kick,,0,
Master.Chef,Combat,Parry,,0,
Master.Chef,Combat,Rescue,,0,
Master.Chef,Combat,Riposte,,0,
Master.Chef,Combat,Sap,,0,
Master.Chef,Combat,Shield Use,,0,
Master.Chef,Combat,Sling Use,,0,
Master.Chef,Combat,Subdue,,0,
Master.Chef,Combat,Threaten,,0,
Master.Chef,Combat,Throw,,0,
Master.Chef,Combat,Two Handed,,0,
Master.Chef,Craft,Armor Making,,0,
Master.Chef,Craft,Armor Repair,,0,
Master.Chef,Craft,Axe Making,,0,
Master.Chef,Craft,Bandage Making,,0,
Master.Chef,Craft,Basketweaving,,0,
Master.Chef,Craft,Bow Making,,0,
Master.Chef,Craft,Brew,,0,
Master.Chef,Craft,Clayworking,,0,
Master.Chef,Craft,Clothworking,,0,
Master.Chef,Craft,Club Making,,0,
Master.Chef,Craft,Cooking,master,4,
Master.Chef,Craft,Dyeing,,0,
Master.Chef,Craft,Feather Working,,0,
Master.Chef,Craft,Fletchery,,0,
Master.Chef,Craft,Floristry,,0,
Master.Chef,Craft,Instrument Making,,0,
Master.Chef,Craft,Jewelry Making,,0,
Master.Chef,Craft,Knife Making,,0,
Master.Chef,Craft,Leatherworking,,0,
Master.Chef,Craft,Lumberjacking,,0,
Master.Chef,Craft,Pick Making,,0,
Master.Chef,Craft,Spear Making,,0,
Master.Chef,Craft,Stonecrafting,,0,
Master.Chef,Craft,Sword Making,,0,
Master.Chef,Craft,Tanning,,0,
Master.Chef,Craft,Tent Making,,0,
Master.Chef,Craft,Tool Making,,0,
Master.Chef,Craft,Wagon Making,,0,
Master.Chef,Craft,Woodworking,,0,
Master.Chef,Language,Allundean,,0,
Master.Chef,Language,Bendune,,0,
Master.Chef,Language,Cavilish,,0,
Master.Chef,Language,Mirukkium,,0,
Master.Chef,Language,Tribal Accent,,0,
Master.Chef,Manipulation,Bandage,,0,
Master.Chef,Manipulation,Pick,,0,
Master.Chef,Manipulation,Pilot,,0,
Master.Chef,Manipulation,Poisoning,,0,
Master.Chef,Manipulation,Ride,,0,
Master.Chef,Manipulation,Skinning,advanced,3,
Master.Chef,Manipulation,Sleight of Hand,,0,
Master.Chef,Manipulation,Steal,,0,
Master.Chef,Perception,Direction Sense,advanced,3,
Master.Chef,Perception,Forage,master,4,
Master.Chef,Perception,Hunt (city),,0,
Master.Chef,Perception,Hunt (wilderness),,0,
Master.Chef,Perception,Listen (city),,0,
Master.Chef,Perception,Listen (wilderness),,0,
Master.Chef,Perception,Peek,,0,
Master.Chef,Perception,Scan,,0,
Master.Chef,Perception,Search,,0,
Master.Chef,Perception,Watch,,0,
Master.Chef,Perk,Alcohol Tolerance Perk,x,1,
Master.Chef,Perk,Better Movement Regeneration,,0,
Master.Chef,Perk,City Forage,x,1,
Master.Chef,Perk,City Hunt,,0,
Master.Chef,Perk,City Stealth,,0,
Master.Chef,Perk,Customcraft,,0,
Master.Chef,Perk,Hitch 2 Mounts,,0,
Master.Chef,Perk,Learn Languages Perk,,0,
Master.Chef,Perk,Learn Ride Faster,,0,
Master.Chef,Perk,Pain Tolerance Perk,,0,
Master.Chef,Perk,Tame Mounts,,0,
Master.Chef,Perk,Wilderness Forage,x,1,
Master.Chef,Perk,Wilderness Hunt,,0,
Master.Chef,Perk,Wilderness Quit,,0,
Master.Chef,Perk,Wilderness Stealth,,0,
Master.Chef,Stealth,Climb,,0,
Master.Chef,Stealth,Hide (city),,0,
Master.Chef,Stealth,Hide (wilderness),,0,
Master.Chef,Stealth,Sneak (city),,0,
Master.Chef,Stealth,Sneak (wilderness),,0,
Master.Chef,Weapon,Bludgeoning Weapons,,0,
Master.Chef,Weapon,Chopping Weapons,,0,
Master.Chef,Weapon,Piercing Weapons,,0,
Master.Chef,Weapon,Slashing Weapons,,0,
Mercenary,Barter,Haggle,,0,
Mercenary,Barter,Value,,0,
Mercenary,Combat,Archery,,0,
Mercenary,Combat,Backstab,,0,
Mercenary,Combat,Bash,,0,
Mercenary,Combat,Blind Fighting,,0,
Mercenary,Combat,Blowgun Use,,0,
Mercenary,Combat,Charge,,0,
Mercenary,Combat,Crossbow Use,,0,
Mercenary,Combat,Disarm,,0,
Mercenary,Combat,Dual Wield,advanced,3,
Mercenary,Combat,Flee,,0,
Mercenary,Combat,Guarding,,0,
Mercenary,Combat,Hack,,0,
Mercenary,Combat,Kick,,0,
Mercenary,Combat,Parry,,0,
Mercenary,Combat,Rescue,,0,
Mercenary,Combat,Riposte,,0,
Mercenary,Combat,Sap,,0,
Mercenary,Combat,Shield Use,,0,
Mercenary,Combat,Sling Use,,0,
Mercenary,Combat,Subdue,,0,
Mercenary,Combat,Threaten,,0,
Mercenary,Combat,Throw,,0,
Mercenary,Combat,Two Handed,,0,
Mercenary,Craft,Armor Making,,0,
Mercenary,Craft,Armor Repair,master,4,
Mercenary,Craft,Axe Making,,0,
Mercenary,Craft,Bandage Making,,0,
Mercenary,Craft,Basketweaving,,0,
Mercenary,Craft,Bow Making,,0,
Mercenary,Craft,Brew,,0,
Mercenary,Craft,Clayworking,,0,
Mercenary,Craft,Clothworking,,0,
Mercenary,Craft,Club Making,,0,
Mercenary,Craft,Cooking,,0,
Mercenary,Craft,Dyeing,,0,
Mercenary,Craft,Feather Working,,0,
Mercenary,Craft,Fletchery,,0,
Mercenary,Craft,Floristry,,0,
Mercenary,Craft,Instrument Making,,0,
Mercenary,Craft,Jewelry Making,,0,
Mercenary,Craft,Knife Making,advanced,3,
Mercenary,Craft,Leatherworking,,0,
Mercenary,Craft,Lumberjacking,,0,
Mercenary,Craft,Pick Making,,0,
Mercenary,Craft,Spear Making,,0,
Mercenary,Craft,Stonecrafting,,0,
Mercenary,Craft,Sword Making,,0,
Mercenary,Craft,Tanning,,0,
Mercenary,Craft,Tent Making,,0,
Mercenary,Craft,Tool Making,,0,
Mercenary,Craft,Wagon Making,,0,
Mercenary,Craft,Woodworking,,0,
Mercenary,Language,Allundean,,0,
Mercenary,Language,Bendune,,0,
Mercenary,Language,Cavilish,,0,
Mercenary,Language,Mirukkium,,0,
Mercenary,Language,Tribal Accent,,0,
Mercenary,Manipulation,Bandage,,0,
Mercenary,Manipulation,Pick,,0,
Mercenary,Manipulation,Pilot,,0,
Mercenary,Manipulation,Poisoning,,0,
Mercenary,Manipulation,Ride,advanced,3,
Mercenary,Manipulation,Skinning,,0,
Mercenary,Manipulation,Sleight of Hand,,0,
Mercenary,Manipulation,Steal,,0,
Mercenary,Perception,Direction Sense,advanced,3,
Mercenary,Perception,Forage,,0,
Mercenary,Perception,Hunt (city),,0,
Mercenary,Perception,Hunt (wilderness),,0,
Mercenary,Perception,Listen (city),,0,
Mercenary,Perception,Listen (wilderness),,0,
Mercenary,Perception,Peek,,0,
Mercenary,Perception,Scan,,0,
Mercenary,Perception,Search,,0,
Mercenary,Perception,Watch,advanced,3,
Mercenary,Perk,Alcohol Tolerance Perk,x,1,
Mercenary,Perk,Better Movement Regeneration,x,1,
Mercenary,Perk,City Forage,,0,
Mercenary,Perk,City Hunt,,0,
Mercenary,Perk,City Stealth,,0,
Mercenary,Perk,Customcraft,,0,
Mercenary,Perk,Hitch 2 Mounts,,0,
Mercenary,Perk,Learn Languages Perk,,0,
Mercenary,Perk,Learn Ride Faster,,0,
Mercenary,Perk,Pain Tolerance Perk,,0,
Mercenary,Perk,Tame Mounts,,0,
Mercenary,Perk,Wilderness Forage,,0,
Mercenary,Perk,Wilderness Hunt,,0,
Mercenary,Perk,Wilderness Quit,,0,
Mercenary,Perk,Wilderness Stealth,,0,
Mercenary,Stealth,Climb,,0,
Mercenary,Stealth,Hide (city),,0,
Mercenary,Stealth,Hide (wilderness),,0,
Mercenary,Stealth,Sneak (city),,0,
Mercenary,Stealth,Sneak (wilderness),,0,
Mercenary,Weapon,Bludgeoning Weapons,,0,
Mercenary,Weapon,Chopping Weapons,,0,
Mercenary,Weapon,Piercing Weapons,,0,
Mercenary,Weapon,Slashing Weapons,,0,
Mountaineer,Barter,Haggle,,0,
Mountaineer,Barter,Value,,0,
Mountaineer,Combat,Archery,,0,
Mountaineer,Combat,Backstab,,0,
Mountaineer,Combat,Bash,,0,
Mountaineer,Combat,Blind Fighting,,0,
Mountaineer,Combat,Blowgun Use,,0,
Mountaineer,Combat,Charge,,0,
Mountaineer,Combat,Crossbow Use,,0,
Mountaineer,Combat,Disarm,,0,
Mountaineer,Combat,Dual Wield,,0,
Mountaineer,Combat,Flee,,0,
Mountaineer,Combat,Guarding,,0,
Mountaineer,Combat,Hack,,0,
Mountaineer,Combat,Kick,,0,
Mountaineer,Combat,Parry,,0,
Mountaineer,Combat,Rescue,,0,
Mountaineer,Combat,Riposte,,0,
Mountaineer,Combat,Sap,,0,
Mountaineer,Combat,Shield Use,,0,
Mountaineer,Combat,Sling Use,,0,
Mountaineer,Combat,Subdue,,0,
Mountaineer,Combat,Threaten,,0,
Mountaineer,Combat,Throw,,0,
Mountaineer,Combat,Two Handed,,0,
Mountaineer,Craft,Armor Making,,0,
Mountaineer,Craft,Armor Repair,,0,
Mountaineer,Craft,Axe Making,,0,
Mountaineer,Craft,Bandage Making,,0,
Mountaineer,Craft,Basketweaving,,0,
Mountaineer,Craft,Bow Making,,0,
Mountaineer,Craft,Brew,,0,
Mountaineer,Craft,Clayworking,,0,
Mountaineer,Craft,Clothworking,,0,
Mountaineer,Craft,Club Making,,0,
Mountaineer,Craft,Cooking,,0,
Mountaineer,Craft,Dyeing,,0,
Mountaineer,Craft,Feather Working,,0,
Mountaineer,Craft,Fletchery,,0,
Mountaineer,Craft,Floristry,,0,
Mountaineer,Craft,Instrument Making,,0,
Mountaineer,Craft,Jewelry Making,,0,
Mountaineer,Craft,Knife Making,,0,
Mountaineer,Craft,Leatherworking,,0,
Mountaineer,Craft,Lumberjacking,,0,
Mountaineer,Craft,Pick Making,,0,
Mountaineer,Craft,Spear Making,,0,
Mountaineer,Craft,Stonecrafting,,0,
Mountaineer,Craft,Sword Making,,0,
Mountaineer,Craft,Tanning,,0,
Mountaineer,Craft,Tent Making,,0,
Mountaineer,Craft,Tool Making,,0,
Mountaineer,Craft,Wagon Making,,0,
Mountaineer,Craft,Woodworking,,0,
Mountaineer,Language,Allundean,,0,
Mountaineer,Language,Bendune,,0,
Mountaineer,Language,Cavilish,,0,
Mountaineer,Language,Mirukkium,,0,
Mountaineer,Language,Tribal Accent,,0,
Mountaineer,Manipulation,Bandage,,0,
Mountaineer,Manipulation,Pick,,0,
Mountaineer,Manipulation,Pilot,,0,
Mountaineer,Manipulation,Poisoning,,0,
Mountaineer,Manipulation,Ride,advanced,3,
Mountaineer,Manipulation,Skinning,,0,
Mountaineer,Manipulation,Sleight of Hand,,0,
Mountaineer,Manipulation,Steal,,0,
Mountaineer,Perception,Direction Sense,advanced,3,
Mountaineer,Perception,Forage,,0,
Mountaineer,Perception,Hunt (city),,0,
Mountaineer,Perception,Hunt (wilderness),,0,
Mountaineer,Perception,Listen (city),,0,
Mountaineer,Perception,Listen (wilderness),,0,
Mountaineer,Perception,Peek,,0,
Mountaineer,Perception,Scan,,0,
Mountaineer,Perception,Search,,0,
Mountaineer,Perception,Watch,,0,
Mountaineer,Perk,Alcohol Tolerance Perk,,0,
Mountaineer,Perk,Better Movement Regeneration,,0,
Mountaineer,Perk,City Forage,,0,
Mountaineer,Perk,City Hunt,,0,
Mountaineer,Perk,City Stealth,,0,
Mountaineer,Perk,Customcraft,,0,
Mountaineer,Perk,Hitch 2 Mounts,,0,
Mountaineer,Perk,Learn Languages Perk,,0,
Mountaineer,Perk,Learn Ride Faster,,0,
Mountaineer,Perk,Pain Tolerance Perk,,0,
Mountaineer,Perk,Tame Mounts,,0,
Mountaineer,Perk,Wilderness Forage,x,1,
Mountaineer,Perk,Wilderness Hunt,,0,
Mountaineer,Perk,Wilderness Quit,x,1,
Mountaineer,Perk,Wilderness Stealth,x,1,
Mountaineer,Stealth,Climb,master,4,
Mountaineer,Stealth,Hide (city),,0,
Mountaineer,Stealth,Hide (wilderness),advanced,3,
Mountaineer,Stealth,Sneak (city),,0,
Mountaineer,Stealth,Sneak (wilderness),advanced,3,
Mountaineer,Weapon,Bludgeoning Weapons,,0,
Mountaineer,Weapon,Chopping Weapons,,0,
Mountaineer,Weapon,Piercing Weapons,,0,
Mountaineer,Weapon,Slashing Weapons,,0,
Outdoorsman,Barter,Haggle,,0,
Outdoorsman,Barter,Value,,0,
Outdoorsman,Combat,Archery,advanced,3,
Outdoorsman,Combat,Backstab,,0,
Outdoorsman,Combat,Bash,,0,
Outdoorsman,Combat,Blind Fighting,,0,
Outdoorsman,Combat,Blowgun Use,,0,
Outdoorsman,Combat,Charge,,0,
Outdoorsman,Combat,Crossbow Use,,0,
Outdoorsman,Combat,Disarm,,0,
Outdoorsman,Combat,Dual Wield,,0,
Outdoorsman,Combat,Flee,,0,
Outdoorsman,Combat,Guarding,,0,
Outdoorsman,Combat,Hack,,0,
Outdoorsman,Combat,Kick,,0,
Outdoorsman,Combat,Parry,,0,
Outdoorsman,Combat,Rescue,,0,
Outdoorsman,Combat,Riposte,,0,
Outdoorsman,Combat,Sap,,0,
Outdoorsman,Combat,Shield Use,,0,
Outdoorsman,Combat,Sling Use,,0,
Outdoorsman,Combat,Subdue,,0,
Outdoorsman,Combat,Threaten,,0,
Outdoorsman,Combat,Throw,,0,
Outdoorsman,Combat,Two Handed,,0,
Outdoorsman,Craft,Armor Making,,0,
Outdoorsman,Craft,Armor Repair,,0,
Outdoorsman,Craft,Axe Making,,0,
Outdoorsman,Craft,Bandage Making,,0,
Outdoorsman,Craft,Basketweaving,,0,
Outdoorsman,Craft,Bow Making,,0,
Outdoorsman,Craft,Brew,,0,
Outdoorsman,Craft,Clayworking,,0,
Outdoorsman,Craft,Clothworking,,0,
Outdoorsman,Craft,Club Making,,0,
Outdoorsman,Craft,Cooking,,0,
Outdoorsman,Craft,Dyeing,,0,
Outdoorsman,Craft,Feather Working,,0,
Outdoorsman,Craft,Fletchery,,0,
Outdoorsman,Craft,Floristry,,0,
Outdoorsman,Craft,Instrument Making,,0,
Outdoorsman,Craft,Jewelry Making,,0,
Outdoorsman,Craft,Knife Making,,0,
Outdoorsman,Craft,Leatherworking,,0,
Outdoorsman,Craft,Lumberjacking,,0,
Outdoorsman,Craft,Pick Making,,0,
Outdoorsman,Craft,Spear Making,,0,
Outdoorsman,Craft,Stonecrafting,,0,
Outdoorsman,Craft,Sword Making,,0,
Outdoorsman,Craft,Tanning,,0,
Outdoorsman,Craft,Tent Making,,0,
Outdoorsman,Craft,Tool Making,,0,
Outdoorsman,Craft,Wagon Making,,0,
Outdoorsman,Craft,Woodworking,,0,
Outdoorsman,Language,Allundean,,0,
Outdoorsman,Language,Bendune,,0,
Outdoorsman,Language,Cavilish,,0,
Outdoorsman,Language,Mirukkium,,0,
Outdoorsman,Language,Tribal Accent,,0,
Outdoorsman,Manipulation,Bandage,,0,
Outdoorsman,Manipulation,Pick,,0,
Outdoorsman,Manipulation,Pilot,,0,
Outdoorsman,Manipulation,Poisoning,,0,
Outdoorsman,Manipulation,Ride,,0,
Outdoorsman,Manipulation,Skinning,advanced,3,
Outdoorsman,Manipulation,Sleight of Hand,,0,
Outdoorsman,Manipulation,Steal,,0,
Outdoorsman,Perception,Direction Sense,master,4,
Outdoorsman,Perception,Forage,,0,
Outdoorsman,Perception,Hunt (city),,0,
Outdoorsman,Perception,Hunt (wilderness),advanced,3,
Outdoorsman,Perception,Listen (city),,0,
Outdoorsman,Perception,Listen (wilderness),,0,
Outdoorsman,Perception,Peek,,0,
Outdoorsman,Perception,Scan,master,4,
Outdoorsman,Perception,Search,,0,
Outdoorsman,Perception,Watch,,0,
Outdoorsman,Perk,Alcohol Tolerance Perk,,0,
Outdoorsman,Perk,Better Movement Regeneration,,0,
Outdoorsman,Perk,City Forage,,0,
Outdoorsman,Perk,City Hunt,,0,
Outdoorsman,Perk,City Stealth,,0,
Outdoorsman,Perk,Customcraft,,0,
Outdoorsman,Perk,Hitch 2 Mounts,,0,
Outdoorsman,Perk,Learn Languages Perk,,0,
Outdoorsman,Perk,Learn Ride Faster,,0,
Outdoorsman,Perk,Pain Tolerance Perk,,0,
Outdoorsman,Perk,Tame Mounts,,0,
Outdoorsman,Perk,Wilderness Forage,x,1,
Outdoorsman,Perk,Wilderness Hunt,x,1,
Outdoorsman,Perk,Wilderness Quit,x,1,
Outdoorsman,Perk,Wilderness Stealth,x,1,
Outdoorsman,Stealth,Climb,,0,
Outdoorsman,Stealth,Hide (city),,0,
Outdoorsman,Stealth,Hide (wilderness),advanced,3,
Outdoorsman,Stealth,Sneak (city),,0,
Outdoorsman,Stealth,Sneak (wilderness),advanced,3,
Outdoorsman,Weapon,Bludgeoning Weapons,,0,
Outdoorsman,Weapon,Chopping Weapons,,0,
Outdoorsman,Weapon,Piercing Weapons,,0,
Outdoorsman,Weapon,Slashing Weapons,,0,
Outlaw,Barter,Haggle,,0,
Outlaw,Barter,Value,,0,
Outlaw,Combat,Archery,,0,
Outlaw,Combat,Backstab,,0,
Outlaw,Combat,Bash,,0,
Outlaw,Combat,Blind Fighting,,0,
Outlaw,Combat,Blowgun Use,,0,
Outlaw,Combat,Charge,,0,
Outlaw,Combat,Crossbow Use,,0,
Outlaw,Combat,Disarm,,0,
Outlaw,Combat,Dual Wield,,0,
Outlaw,Combat,Flee,,0,
Outlaw,Combat,Guarding,,0,
Outlaw,Combat,Hack,,0,
Outlaw,Combat,Kick,,0,
Outlaw,Combat,Parry,,0,
Outlaw,Combat,Rescue,,0,
Outlaw,Combat,Riposte,,0,
Outlaw,Combat,Sap,,0,
Outlaw,Combat,Shield Use,,0,
Outlaw,Combat,Sling Use,,0,
Outlaw,Combat,Subdue,,0,
Outlaw,Combat,Threaten,,0,
Outlaw,Combat,Throw,,0,
Outlaw,Combat,Two Handed,,0,
Outlaw,Craft,Armor Making,,0,
Outlaw,Craft,Armor Repair,advanced,3,
Outlaw,Craft,Axe Making,,0,
Outlaw,Craft,Bandage Making,,0,
Outlaw,Craft,Basketweaving,,0,
Outlaw,Craft,Bow Making,,0,
Outlaw,Craft,Brew,,0,
Outlaw,Craft,Clayworking,,0,
Outlaw,Craft,Clothworking,,0,
Outlaw,Craft,Club Making,,0,
Outlaw,Craft,Cooking,,0,
Outlaw,Craft,Dyeing,,0,
Outlaw,Craft,Feather Working,,0,
Outlaw,Craft,Fletchery,,0,
Outlaw,Craft,Floristry,,0,
Outlaw,Craft,Instrument Making,,0,
Outlaw,Craft,Jewelry Making,,0,
Outlaw,Craft,Knife Making,advanced,3,
Outlaw,Craft,Leatherworking,,0,
Outlaw,Craft,Lumberjacking,,0,
Outlaw,Craft,Pick Making,,0,
Outlaw,Craft,Spear Making,advanced,3,
Outlaw,Craft,Stonecrafting,,0,
Outlaw,Craft,Sword Making,,0,
Outlaw,Craft,Tanning,,0,
Outlaw,Craft,Tent Making,,0,
Outlaw,Craft,Tool Making,,0,
Outlaw,Craft,Wagon Making,,0,
Outlaw,Craft,Woodworking,,0,
Outlaw,Language,Allundean,,0,
Outlaw,Language,Bendune,,0,
Outlaw,Language,Cavilish,,0,
Outlaw,Language,Mirukkium,,0,
Outlaw,Language,Tribal Accent,,0,
Outlaw,Manipulation,Bandage,,0,
Outlaw,Manipulation,Pick,,0,
Outlaw,Manipulation,Pilot,,0,
Outlaw,Manipulation,Poisoning,,0,
Outlaw,Manipulation,Ride,,0,
Outlaw,Manipulation,Skinning,,0,
Outlaw,Manipulation,Sleight of Hand,,0,
Outlaw,Manipulation,Steal,,0,
Outlaw,Perception,Direction Sense,advanced,3,
Outlaw,Perception,Forage,,0,
Outlaw,Perception,Hunt (city),,0,
Outlaw,Perception,Hunt (wilderness),advanced,3,
Outlaw,Perception,Listen (city),,0,
Outlaw,Perception,Listen (wilderness),,0,
Outlaw,Perception,Peek,,0,
Outlaw,Perception,Scan,,0,
Outlaw,Perception,Search,,0,
Outlaw,Perception,Watch,,0,
Outlaw,Perk,Alcohol Tolerance Perk,,0,
Outlaw,Perk,Better Movement Regeneration,,0,
Outlaw,Perk,City Forage,,0,
Outlaw,Perk,City Hunt,x,1,
Outlaw,Perk,City Stealth,x,1,
Outlaw,Perk,Customcraft,,0,
Outlaw,Perk,Hitch 2 Mounts,,0,
Outlaw,Perk,Learn Languages Perk,,0,
Outlaw,Perk,Learn Ride Faster,,0,
Outlaw,Perk,Pain Tolerance Perk,,0,
Outlaw,Perk,Tame Mounts,,0,
Outlaw,Perk,Wilderness Forage,,0,
Outlaw,Perk,Wilderness Hunt,x,1,
Outlaw,Perk,Wilderness Quit,,0,
Outlaw,Perk,Wilderness Stealth,x,1,
Outlaw,Stealth,Climb,advanced,3,
Outlaw,Stealth,Hide (city),,0,
Outlaw,Stealth,Hide (wilderness),,0,
Outlaw,Stealth,Sneak (city),,0,
Outlaw,Stealth,Sneak (wilderness),master,4,
Outlaw,Weapon,Bludgeoning Weapons,,0,
Outlaw,Weapon,Chopping Weapons,,0,
Outlaw,Weapon,Piercing Weapons,,0,
Outlaw,Weapon,Slashing Weapons,,0,
Con.Artist,Barter,Haggle,advanced,3,
Con.Artist,Barter,Value,advanced,3,
Con.Artist,Combat,Archery,,0,
Con.Artist,Combat,Backstab,,0,
Con.Artist,Combat,Bash,,0,
Con.Artist,Combat,Blind Fighting,,0,
Con.Artist,Combat,Blowgun Use,,0,
Con.Artist,Combat,Charge,,0,
Con.Artist,Combat,Crossbow Use,,0,
Con.Artist,Combat,Disarm,,0,
Con.Artist,Combat,Dual Wield,,0,
Con.Artist,Combat,Flee,master,4,
Con.Artist,Combat,Guarding,,0,
Con.Artist,Combat,Hack,,0,
Con.Artist,Combat,Kick,,0,
Con.Artist,Combat,Parry,,0,
Con.Artist,Combat,Rescue,,0,
Con.Artist,Combat,Riposte,,0,
Con.Artist,Combat,Sap,,0,
Con.Artist,Combat,Shield Use,,0,
Con.Artist,Combat,Sling Use,,0,
Con.Artist,Combat,Subdue,,0,
Con.Artist,Combat,Threaten,,0,
Con.Artist,Combat,Throw,,0,
Con.Artist,Combat,Two Handed,,0,
Con.Artist,Craft,Armor Making,,0,
Con.Artist,Craft,Armor Repair,,0,
Con.Artist,Craft,Axe Making,,0,
Con.Artist,Craft,Bandage Making,,0,
Con.Artist,Craft,Basketweaving,,0,
Con.Artist,Craft,Bow Making,,0,
Con.Artist,Craft,Brew,,0,
Con.Artist,Craft,Clayworking,,0,
Con.Artist,Craft,Clothworking,,0,
Con.Artist,Craft,Club Making,,0,
Con.Artist,Craft,Cooking,,0,
Con.Artist,Craft,Dyeing,,0,
Con.Artist,Craft,Feather Working,,0,
Con.Artist,Craft,Fletchery,,0,
Con.Artist,Craft,Floristry,,0,
Con.Artist,Craft,Instrument Making,,0,
Con.Artist,Craft,Jewelry Making,,0,
Con.Artist,Craft,Knife Making,,0,
Con.Artist,Craft,Leatherworking,,0,
Con.Artist,Craft,Lumberjacking,,0,
Con.Artist,Craft,Pick Making,,0,
Con.Artist,Craft,Spear Making,,0,
Con.Artist,Craft,Stonecrafting,,0,
Con.Artist,Craft,Sword Making,,0,
Con.Artist,Craft,Tanning,,0,
Con.Artist,Craft,Tent Making,,0,
Con.Artist,Craft,Tool Making,,0,
Con.Artist,Craft,Wagon Making,,0,
Con.Artist,Craft,Woodworking,,0,
Con.Artist,Language,Allundean,,0,
Con.Artist,Language,Bendune,,0,
Con.Artist,Language,Cavilish,,0,
Con.Artist,Language,Mirukkium,,0,
Con.Artist,Language,Tribal Accent,,0,
Con.Artist,Manipulation,Bandage,,0,
Con.Artist,Manipulation,Pick,,0,
Con.Artist,Manipulation,Pilot,,0,
Con.Artist,Manipulation,Poisoning,,0,
Con.Artist,Manipulation,Ride,,0,
Con.Artist,Manipulation,Skinning,,0,
Con.Artist,Manipulation,Sleight of Hand,master,4,
Con.Artist,Manipulation,Steal,,0,
Con.Artist,Perception,Direction Sense,,0,
Con.Artist,Perception,Forage,,0,
Con.Artist,Perception,Hunt (city),,0,
Con.Artist,Perception,Hunt (wilderness),,0,
Con.Artist,Perception,Listen (city),advanced,3,
Con.Artist,Perception,Listen (wilderness),,0,
Con.Artist,Perception,Peek,advanced,3,
Con.Artist,Perception,Scan,,0,
Con.Artist,Perception,Search,,0,
Con.Artist,Perception,Watch,advanced,3,
Con.Artist,Perk,Alcohol Tolerance Perk,,0,
Con.Artist,Perk,Better Movement Regeneration,,0,
Con.Artist,Perk,City Forage,,0,
Con.Artist,Perk,City Hunt,,0,
Con.Artist,Perk,City Stealth,x,1,
Con.Artist,Perk,Customcraft,,0,
Con.Artist,Perk,Hitch 2 Mounts,,0,
Con.Artist,Perk,Learn Languages Perk,,0,
Con.Artist,Perk,Learn Ride Faster,,0,
Con.Artist,Perk,Pain Tolerance Perk,,0,
Con.Artist,Perk,Tame Mounts,,0,
Con.Artist,Perk,Wilderness Forage,,0,
Con.Artist,Perk,Wilderness Hunt,,0,
Con.Artist,Perk,Wilderness Quit,,0,
Con.Artist,Perk,Wilderness Stealth,,0,
Con.Artist,Stealth,Climb,,0,
Con.Artist,Stealth,Hide (city),advanced,3,
Con.Artist,Stealth,Hide (wilderness),,0,
